,body
5876,"@Gcporgie Hi. I’m not sure about business ads.
It’s something I’ll be looking into as well.
If you can see Dans videos then you’re on.

I’m not sure on business ads as I only joined about 4am and to start off as a personal acc.
I haven’t downloaded the app yet as grafting all day.
If you go to rumble.com now I believe it will show a load of videos like it does on Ytube"
5877,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5878,Clinton foundation 👇
5879,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5880,Lol this ain’t going the way you thought 🤣🤣🤣
5881,
5882,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5883,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5884,"I left a comment when you were attacking world reports on HCQ. I asked you for your source since we both know you don't have the expertise to debunk all those reports. You completely ignored me. We can open up like NZ now. I think we could of opened up 5 months ago but Democrats wanted to play politics. You should be angry at the Democrats. What I was going to say about the world report is that, a lot of the studies on HCQ was tainted. Countries with liberals colluded with each other to lie to people like you. You should be very angry at the Democrats and the main stream media and finally, the medical experts with agendas."
5885,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5886,robmoore74@gmail.com
5887,
5888,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5889,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5890,@accountablyfree It's being collected!!!
5891,"#stopthesteal 
#wedonotconsent 
#donotconsent"
5892,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5893,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5894,Boxing gloves might be a better idea!
5895,"Democrats are so afraid that Blacks in the USA are waking up the the Democratic plantation mentality. Blacks do you understand that in 2020 you have the power to decide this election ! Reject the lies and false promises of the left that have only destroyed the black family, killed so many unborn black children and left you uneducated by standing with teachers unions and rejecting school choice!
Send the message.. NO MORE!
Vote Trump 2020

Brave Black Conservatives Who Stand Up To The Mob"
5896,"I find ironic, I did not pay attention to and dismissed these other apps and sites such as Newsmax, Parler, MeWe, duckduckgo, and rumble because I didn’t know them or if I could trust them when all along it was the media and news I was comfortable with I could not trust. metaphorically stabbing Me in the back and abusing my trust.

seems like there's a lesson to be learned here!

#trustbutverify"
5897,We have waited too long for this Justice ⚖
5898,"Why don't you start by apologizing to Teflon Trump for all the times you call him a racist, to try to convince people and divide. While you are at it apologize for this disgusting, insulting display insult us Latinos intelligence. You are an ahole."
5899,No. No you won’t 😆
5900,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5901,
5902,@JelloShells
5903,@manal90
5904,Yeah!!
5905,@Wasaiif جرحتي مشاعري 💔
5906,"The Democratic Party is the real Handmaiden's Tale. Democrats concept of regressive feminism is men forcing women to wear turbans and scarf coverings over their hair, pink hats on their head, and hoods and hajibs over their faces, women being forced to get abortions in Planned Parenthood abortion mills to cover up the evidence that they've been sexually assaulted by Harvey Weinstein, Jeffrey Epstein, Bill Clinton and hundreds of other male megadonors to the Democrat Swamp in DC, and women being hushed up when Anthony Weiner, Al Franken and Joe Biden digitally violate their privates or expose their male genitalia in front of them. You go girl power! Resistance is futile! Now, frauleins Diane Feinstein, Debbie Stabenow, Mazie Hirono and Kamala Harris what were you all just saying about Amy Coney Barrett being a dangerous threat to women's rights in America? 
SEE THE SCREENSHOTS OF THE 2020 FINALISTS FOR THE MISS HANDMAIDEN OF AMERICA 2020 COMPETITION. #dangerwillrobinsondanger #crazydems"
5907,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5908,"Here’s the local newspaper too👇🏼 
Wayne Co. canvassers finally certify the election results after an initial deadlock"
5909,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5910,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5911,"God bless you!
🙏🙏🙏🇺🇸

🙏♥️🌎♥️🙏
GOD BLESS AMERICA 🇺🇸
@stevenjsargent
@DigitalwarriorsUsa"
5912,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5913,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5914,FAIL!!
5915,"Perhaps if he had a wet suit on he could have looked better , but with scrawny week olive oil arms of a sissy ! He had no chance to hold on !! 
It was funny though ! Me and my buddies laughed pretty good on that one ! Hope the BLM ✊🏽 Dude got hurt real good 
WLMM !"
5916,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5917,"🔴🔴 🇺🇸 ATTENTION PATRIOTS 🇺🇸 🔴🔴

**⭐WE NEED YOUR HELP TO HELP CHILDREN⭐**

🔵""BLUE ANGEL WING CHILDREN""🔵

✅WE REALLY NEED YOUR HELP TO MAKE THIS WORK FOR #christmas2020 

➡️ These are the CHILDREN of POLICE OFFICERS who have lost their police Officer parents or parent in the ""LINE OF DUTY""

🇺🇸There are 10 of them, We want to help them for #CHRISTMAS this year❗

🇺🇸GOD BLESS THOSE WHO PAID THE ULTIMATE SACRIFICE PROTECTING US‼ #backthebadge 

➡️THE LEAST WE COULD DO IS HELP THEIR CHILDREN OUT NOW THAT THESE GREAT LAW ENFORCEMENT OFFICERS ARE NO LONGER HERE THEY DEFENDED THE #thinblueline  FOR US, LET'S HELP THEIR CHILDREN❗#americafirst  #backtheblue  #firstresponders #policeofficers #police #charity #alllivesmatter #bluelivesmatter 

⬇️CLICK HERE⬇️"
5918,"@Mbencki You’re welcome. These people are so corrupt! An FBI agent accused Hillary of stealing State Dept furnishings also while she was there...after the WH thefts! Of course, the State Dept said she paid for them. Yeah, right."
5919,Why isn’t this being talked about Everywhere?
5920,Stolen from Twitter 😂🤣😂
5921,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5922,areyoucrazy605984@gmail.com This is why we need her and others dead .
5923,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5924,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5925,Thanks Rudy!
5926,
5927,@saho
5928,*Laughs in Ricky Gervais*
5929,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5930,"O gesto mostra que o alinhamento entre o presidente e a deputada federal conservadora continuam, mesmo após ela ter saído da vice-liderança do governo na Câmara"
5931,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5932,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5933,
5934,
5935,
5936,I guess pretty soon they will be in our bedroom....
5937,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5938,
5939,
5940,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
5941,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5942,
5943,They took all of my money and created plans to frame this on him as if he were being criminality exposed as taking money for himself.
5944,Wondering same
5945,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
5946,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
